linkId;avgTravelTimePerHour0;avgTravelTimePerHour1;avgTravelTimePerHour2;avgTravelTimePerHour3;avgTravelTimePerHour4;avgTravelTimePerHour5;avgTravelTimePerHour6;avgTravelTimePerHour7;avgTravelTimePerHour8;avgTravelTimePerHour9;avgTravelTimePerHour10;avgTravelTimePerHour11;avgTravelTimePerHour12;avgTravelTimePerHour13;avgTravelTimePerHour14;avgTravelTimePerHour15;avgTravelTimePerHour16;avgTravelTimePerHour17;avgTravelTimePerHour18;avgTravelTimePerHour19;avgTravelTimePerHour20;avgTravelTimePerHour21;avgTravelTimePerHour22;avgTravelTimePerHour23;trafficFlowPerHour0;trafficFlowPerHour1;trafficFlowPerHour2;trafficFlowPerHour3;trafficFlowPerHour4;trafficFlowPerHour5;trafficFlowPerHour6;trafficFlowPerHour7;trafficFlowPerHour8;trafficFlowPerHour9;trafficFlowPerHour10;trafficFlowPerHour11;trafficFlowPerHour12;trafficFlowPerHour13;trafficFlowPerHour14;trafficFlowPerHour15;trafficFlowPerHour16;trafficFlowPerHour17;trafficFlowPerHour18;trafficFlowPerHour19;trafficFlowPerHour20;trafficFlowPerHour21;trafficFlowPerHour22;trafficFlowPerHour23
7232382780007f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;849;868;734;720;70;0;0;0;0;0;0;0;0;0
4575836880000f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;779;800;800;539;0;0;0;0;0;0;0;0;0;0
5295269420000f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.294478527607362;1.2679738562091503;1.2857142857142858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;153;7;0;0;0;0;0;0;0;0;0;0;0
7232641200000f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;8.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;239;252;245;225;38;0;0;0;0;0;0;0;0;0
5295269380000r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;153;7;0;0;0;0;0;0;0;0;0;0;0
4614626650000f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;794;800;800;524;0;0;0;0;0;0;0;0;0;0
4575836890002r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;165;154;4;0;0;0;0;0;0;0;0;0;0;0
4575836890001r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;164;153;6;0;0;0;0;0;0;0;0;0;0;0
4575836890000r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;153;7;0;0;0;0;0;0;0;0;0;0;0
7232382830000f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;849;868;734;720;70;0;0;0;0;0;0;0;0;0
924489870001f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;8;6;8;7;1;0;0;0;0;0;0;0;0;0
4614626650001f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;794;800;800;524;0;0;0;0;0;0;0;0;0;0
7232641200004f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;9.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;237;247;240;220;39;0;0;0;0;0;0;0;0;0
5295269420006f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;151;9;0;0;0;0;0;0;0;0;0;0;0
7232641200003f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;237;251;241;220;38;0;0;0;0;0;0;0;0;0
5295269420005f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;152;8;0;0;0;0;0;0;0;0;0;0;0
5295269420004f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;152;8;0;0;0;0;0;0;0;0;0;0;0
7232641200002f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;238;251;240;222;38;0;0;0;0;0;0;0;0;0
5295269420003f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;152;8;0;0;0;0;0;0;0;0;0;0;0
4614626650003f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;788;800;800;530;0;0;0;0;0;0;0;0;0;0
5295269420002f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;152;8;0;0;0;0;0;0;0;0;0;0;0
7232641200001f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;238;251;243;222;39;0;0;0;0;0;0;0;0;0
5295269420001f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;163;153;7;0;0;0;0;0;0;0;0;0;0;0
4614626650002f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;21.0;21.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;789;800;800;529;0;0;0;0;0;0;0;0;0;0
46502650004r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;793;800;800;202;0;0;0;0;0;0;0;0;0;0
924489960002f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;6;12;4;7;3;0;0;0;0;0;0;0;0;0
46502650003r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;793;800;800;202;0;0;0;0;0;0;0;0;0;0
924489960001r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;2;2;6;5;0;0;0;0;0;0;0;0;0;0
394368870007r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;249;245;248;225;33;0;0;0;0;0;0;0;0;0
46502650002r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;793;800;800;202;0;0;0;0;0;0;0;0;0;0
394368870006r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;249;245;248;225;33;0;0;0;0;0;0;0;0;0
46502650001r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;793;800;800;202;0;0;0;0;0;0;0;0;0;0
394368870005r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;248;246;247;226;33;0;0;0;0;0;0;0;0;0
46502650000r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;793;800;800;202;0;0;0;0;0;0;0;0;0;0
924489960003f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;35.0;35.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;1;4;1;2;0;0;0;0;0;0;0;0;0;0
